userId,campaignId,group,semanticScore,locationScore,categoryScore,urgencyScore,popularityScore,recencyScore,monetary,goods,volunteer,label
U0043,C0091,17,0.7864,0.0537,0,0.4545,0.5855,0.6798,0,0,1,5
U0043,C0094,17,0.1351,0.05,0,0.4751,0.4894,0.5992,0,1,0,5
U0043,C0125,17,0.2336,0.2036,0,0.0932,0.1975,0.6547,0,1,0,2
U0043,C0041,17,0.6034,0.2423,0,0.5116,0.567,0.5192,0,0,1,5
U0043,C0001,17,0.9285,0.5039,0,0.3659,0.2368,0.8433,0,0,1,5
U0043,C0077,17,0.7917,0.5724,0,0.3769,0.0663,0.4988,0,1,0,5
U0043,C0056,17,0.3042,0.0981,0,0.5135,0.1568,0.3781,0,0,1,2
U0043,C0092,17,0.799,0.3979,0,0.2617,0.3656,0.9768,0,0,1,5
U0043,C0043,17,0.5344,0.1326,0,0.4568,0.0377,0.3736,0,1,0,2
U0043,C0039,17,0.4641,0.2926,0,0.4162,0.5551,0.7068,0,1,0,1
U0043,C0035,17,0.5941,0.3931,0,0.1816,0.3439,0.844,0,0,1,1
U0043,C0070,17,0.5559,0.3777,0,0.5536,0.18,0.6125,0,0,1,1
U0043,C0115,17,0.2128,0.1819,0,0.4254,0.6476,0.8504,0,0,1,2
U0043,C0150,17,0.1644,0.9077,0,0.5086,0.0134,0.5967,0,1,0,2
U0043,C0086,17,0.2341,0.2362,0,0.1612,0.0544,0.8773,0,0,1,2
U0043,C0082,17,0.7878,0.2031,0,0.3825,0.2499,0.5536,0,1,0,2
U0044,C0139,20,0.6059,0.7426,0,0.3969,0.2107,0.6427,0,0,1,5
U0044,C0071,20,0.8067,0.2061,0,0.0339,0.1683,0.8816,0,0,1,5
U0044,C0107,20,0.3834,0.6289,0,0.3318,0.1496,0.5082,1,0,0,5
U0044,C0039,20,0.479,0.2066,0,0.4162,0.5551,0.7068,0,1,0,5
U0044,C0106,20,0.2734,0.0749,0,0.33,0.3127,0.2543,0,1,0,5
U0044,C0111,20,0.4283,0.5589,0,0.2173,0.1798,0.6751,0,1,0,5
U0044,C0045,20,0.9494,0.5111,0,0.1719,0.2712,0.965,1,0,0,2
U0044,C0007,20,0.5688,0.132,0,0.2653,0.2633,0.7991,0,0,1,2
U0044,C0048,20,0.5428,0.1036,0,0.261,0.7379,0.4654,0,0,1,2
U0044,C0149,20,0.401,0.2008,0,0.5411,0.0374,0.3754,0,1,0,5
U0044,C0065,20,0.5808,0.3092,0,0.1786,0.2128,0.6745,0,1,0,2
U0044,C0127,20,0.98,0.3524,0,0.0894,0.2251,0.7216,1,0,0,2
U0044,C0033,20,0.4546,0.4516,1,0.5872,0.251,0.7362,1,0,0,1
U0044,C0035,20,0.1899,0.6634,0,0.1816,0.3439,0.844,0,0,1,1
U0044,C0096,20,0.6107,0.359,0,0.0227,0.0278,0.8292,0,0,1,1
U0044,C0114,20,0.8031,0.3161,0,0.6345,0.4008,0.626,0,0,1,1
U0044,C0105,20,0.98,0.2077,0,0.3057,0.588,0.1225,0,1,0,1
U0044,C0124,20,0.8858,0.5918,0,0.1069,0.5369,0.9241,1,0,0,2
U0044,C0076,20,0.3944,0.6348,0,0.3624,0.3919,0.5224,0,1,0,2
U0044,C0022,20,0.3972,0.1705,0,0.3178,0.2738,0.8723,0,0,1,1
U0045,C0085,21,0.1211,0.5049,0,0.7087,0.1505,0.4262,0,0,1,2
U0045,C0054,21,0.6052,0.4054,1,0.2075,0.1691,0.9249,0,0,1,5
U0045,C0068,21,0.2422,0.4619,0,0.046,0.0367,0.2246,1,0,0,5
U0045,C0124,21,0.6513,0.2615,0,0.1069,0.5369,0.9241,1,0,0,5
U0045,C0035,21,0.302,0.0961,0,0.1816,0.3439,0.844,0,0,1,5
U0045,C0131,21,0.4678,0.1773,0,0.5277,0.3804,0.7151,0,1,0,5
U0045,C0033,21,0.226,0.7728,0,0.5872,0.251,0.7362,1,0,0,5
U0045,C0050,21,0.3576,0.0596,0,0.1149,0.3756,0.1722,1,0,0,5
U0045,C0108,21,0.7036,0.2107,0,0.2017,0.1291,0.5094,0,0,1,2
U0045,C0016,21,0.6977,0.1132,0,0.065,0.2654,0.5176,0,1,0,2
U0045,C0093,21,0.7812,0.2288,0,0.1232,0.4355,0.1628,1,0,0,1
U0045,C0109,21,0.5392,0.2838,0,0.362,0.3634,0.7171,0,0,1,2
U0045,C0105,21,0.6878,0.05,0,0.3057,0.588,0.1225,0,1,0,2
U0045,C0098,21,0.817,0.551,1,0.6351,0.0448,0.2837,0,1,0,1
U0045,C0135,21,0.8061,0.3335,1,0.4356,0.3704,0.2127,0,1,0,1
U0045,C0063,21,0.4401,0.4072,0,0.3814,0.1207,0.4515,0,1,0,1
U0045,C0049,21,0.9687,0.3166,0,0.6034,0.4181,0.1123,1,0,0,1
U0045,C0099,21,0.7695,0.5974,0,0.4917,0.4187,0.1381,0,1,0,1
U0045,C0111,21,0.2889,0.1818,1,0.2173,0.1798,0.6751,0,1,0,2
U0045,C0048,21,0.5284,0.3452,0,0.261,0.7379,0.4654,0,0,1,2
U0045,C0058,21,0.7621,0.4476,0,0.2961,0.1857,0.5605,0,1,0,1
U0046,C0066,16,0.5428,0.6894,0,0.5309,0.1527,0.7597,0,0,1,5
U0046,C0101,16,0.7825,0.1938,1,0.4391,0.1313,0.5076,1,0,0,5
U0046,C0094,16,0.6208,0.8528,1,0.4751,0.4894,0.5992,0,1,0,5
U0046,C0128,16,0.2178,0.1487,0,0.3936,0.1843,0.6371,0,1,0,5
U0046,C0057,16,0.592,0.1813,0,0.3163,0.1677,0.2194,1,0,0,5
U0046,C0020,16,0.98,0.3512,0,0.3514,0.3371,0.8419,1,0,0,5
U0046,C0111,16,0.1211,0.9409,0,0.2173,0.1798,0.6751,0,1,0,5
U0046,C0139,16,0.5645,0.05,0,0.3969,0.2107,0.6427,0,0,1,2
U0046,C0014,16,0.6551,0.0605,0,0.2162,0.1109,0.2355,0,1,0,2
U0046,C0008,16,0.4094,0.0974,0,0.0494,0.0915,0.8395,0,1,0,2
U0046,C0021,16,0.1709,0.4695,0,0.3635,0.5089,0.667,0,0,1,2
U0046,C0073,16,0.7822,0.161,0,0.5746,0.2968,0.4343,1,0,0,2
U0046,C0118,16,0.6663,0.506,0,0.1071,0.322,0.7665,1,0,0,2
U0046,C0071,16,0.2138,0.2873,0,0.0339,0.1683,0.8816,0,0,1,1
U0046,C0095,16,0.4325,0.2601,0,0.2951,0.2241,0.773,1,0,0,1
U0046,C0145,16,0.4013,0.4194,1,0.2817,0.2066,0.4919,0,0,1,2
U0047,C0081,19,0.0824,0.4507,0,0.4999,0.1906,0.9459,0,0,1,5
U0047,C0012,19,0.5566,0.2136,1,0.2139,0.412,0.7963,1,0,0,5
U0047,C0104,19,0.838,0.4425,0,0.3407,0.4493,0.7169,1,0,0,5
U0047,C0100,19,0.4699,0.3101,0,0.3463,0.18,0.6218,0,1,0,5
U0047,C0070,19,0.6868,0.3928,0,0.5536,0.18,0.6125,0,0,1,5
U0047,C0044,19,0.7931,0.137,0,0.1681,0.234,0.3863,0,1,0,2
U0047,C0136,19,0.5054,0.1344,0,0.7682,0.1707,0.2805,1,0,0,2
U0047,C0138,19,0.185,0.8026,0,0.5192,0.3613,0.7221,0,1,0,2
U0047,C0004,19,0.058,0.2586,0,0.2286,0.3073,0.6892,0,0,1,2
U0047,C0071,19,0.5898,0.5173,1,0.0339,0.1683,0.8816,0,0,1,2
U0047,C0018,19,0.7216,0.2159,1,0.1823,0.3987,0.4737,0,0,1,2
U0047,C0110,19,0.05,0.1593,1,0.2999,0.3518,0.9192,0,0,1,1
U0047,C0053,19,0.5572,0.1929,1,0.1426,0.0445,0.1154,0,0,1,1
U0047,C0023,19,0.2766,0.5459,1,0.1731,0.0376,0.8054,1,0,0,1
U0047,C0055,19,0.2605,0.089,0,0.6798,0.4857,0.7355,1,0,0,1
U0047,C0009,19,0.5852,0.1315,0,0.5793,0.095,0.5154,0,0,1,1
U0047,C0015,19,0.05,0.381,0,0.197,0.2352,0.2955,0,0,1,1
U0047,C0008,19,0.3374,0.4373,0,0.0494,0.0915,0.8395,0,1,0,1
U0047,C0134,19,0.3927,0.4978,0,0.2475,0.1161,0.8961,0,1,0,2
U0048,C0073,21,0.7956,0.9208,1,0.5746,0.2968,0.4343,1,0,0,2
U0048,C0031,21,0.0513,0.3898,0,0.3153,0.4029,0.7732,0,0,1,2
U0048,C0136,21,0.6191,0.3708,0,0.7682,0.1707,0.2805,1,0,0,5
U0048,C0045,21,0.7973,0.1831,1,0.1719,0.2712,0.965,1,0,0,5
U0048,C0067,21,0.8976,0.4351,0,0.4035,0.1466,0.7085,0,0,1,5
U0048,C0064,21,0.5571,0.3498,0,0.402,0.3089,0.1624,1,0,0,5
U0048,C0072,21,0.3331,0.05,0,0.0127,0.1046,0.4412,0,1,0,5
U0048,C0056,21,0.0945,0.2746,0,0.5135,0.1568,0.3781,0,0,1,5
U0048,C0029,21,0.8433,0.2556,0,0.2135,0.1634,0.7001,0,1,0,5
U0048,C0040,21,0.5806,0.3891,0,0.408,0.4465,0.1051,0,1,0,2
U0048,C0030,21,0.5179,0.3185,0,0.0434,0.0563,0.1849,1,0,0,1
U0048,C0050,21,0.1905,0.4368,0,0.1149,0.3756,0.1722,1,0,0,2
U0048,C0101,21,0.0866,0.5235,0,0.4391,0.1313,0.5076,1,0,0,2
U0048,C0021,21,0.3704,0.1892,1,0.3635,0.5089,0.667,0,0,1,1
U0048,C0023,21,0.2701,0.0835,0,0.1731,0.0376,0.8054,1,0,0,1
U0048,C0013,21,0.1557,0.2039,0,0.3808,0.151,0.7731,1,0,0,1
U0048,C0075,21,0.4903,0.2095,0,0.1449,0.173,0.6698,0,0,1,1
U0048,C0123,21,0.8991,0.3848,0,0.2637,0.0474,0.3077,0,1,0,1
U0048,C0057,21,0.3482,0.5513,0,0.3163,0.1677,0.2194,1,0,0,2
U0048,C0077,21,0.3808,0.1714,0,0.3769,0.0663,0.4988,0,1,0,2
U0048,C0025,21,0.2553,0.3022,0,0.2146,0.2956,0.281,0,0,1,1
U0049,C0139,17,0.1275,0.5689,0,0.3969,0.2107,0.6427,0,0,1,2
U0049,C0026,17,0.2843,0.1732,1,0.329,0.3563,0.5628,0,0,1,5
U0049,C0032,17,0.4842,0.4237,1,0.3971,0.3099,0.8314,1,0,0,5
U0049,C0035,17,0.7884,0.783,0,0.1816,0.3439,0.844,0,0,1,5
U0049,C0040,17,0.7631,0.0953,0,0.408,0.4465,0.1051,0,1,0,5
U0049,C0110,17,0.2872,0.2984,0,0.2999,0.3518,0.9192,0,0,1,5
U0049,C0070,17,0.4012,0.9154,0,0.5536,0.18,0.6125,0,0,1,5
U0049,C0099,17,0.334,0.1609,0,0.4917,0.4187,0.1381,0,1,0,2
U0049,C0041,17,0.7822,0.5699,0,0.5116,0.567,0.5192,0,0,1,5
U0049,C0018,17,0.9037,0.4106,0,0.1823,0.3987,0.4737,0,0,1,2
U0049,C0107,17,0.1772,0.3518,0,0.3318,0.1496,0.5082,1,0,0,1
U0049,C0101,17,0.9475,0.0743,1,0.4391,0.1313,0.5076,1,0,0,1
U0049,C0024,17,0.434,0.2229,0,0.5432,0.2853,0.4861,0,0,1,1
U0049,C0057,17,0.6954,0.4738,0,0.3163,0.1677,0.2194,1,0,0,2
U0049,C0087,17,0.6438,0.1049,0,0.2973,0.5346,0.1991,1,0,0,2
U0049,C0082,17,0.4479,0.1064,0,0.3825,0.2499,0.5536,0,1,0,2
U0049,C0002,17,0.715,0.8508,0,0.3844,0.2499,0.5168,0,1,0,2
U0050,C0045,17,0.1761,0.136,1,0.1719,0.2712,0.965,1,0,0,5
U0050,C0076,17,0.9429,0.7471,0,0.3624,0.3919,0.5224,0,1,0,5
U0050,C0015,17,0.6072,0.2798,1,0.197,0.2352,0.2955,0,0,1,5
U0050,C0082,17,0.8648,0.2935,1,0.3825,0.2499,0.5536,0,1,0,5
U0050,C0010,17,0.7736,0.0796,0,0.4611,0.2742,0.985,1,0,0,5
U0050,C0043,17,0.5067,0.6769,0,0.4568,0.0377,0.3736,0,1,0,5
U0050,C0059,17,0.1334,0.3187,0,0.0711,0.1059,0.1048,1,0,0,2
U0050,C0089,17,0.9101,0.0638,1,0.172,0.2367,0.6685,0,0,1,2
U0050,C0086,17,0.7191,0.3423,0,0.1612,0.0544,0.8773,0,0,1,5
U0050,C0136,17,0.2232,0.1796,0,0.7682,0.1707,0.2805,1,0,0,2
U0050,C0018,17,0.8093,0.3758,0,0.1823,0.3987,0.4737,0,0,1,2
U0050,C0084,17,0.5742,0.4245,0,0.144,0.2945,0.8495,0,1,0,2
U0050,C0067,17,0.5763,0.2624,0,0.4035,0.1466,0.7085,0,0,1,2
U0050,C0064,17,0.0735,0.1029,0,0.402,0.3089,0.1624,1,0,0,1
U0050,C0048,17,0.2886,0.231,0,0.261,0.7379,0.4654,0,0,1,1
U0050,C0144,17,0.5582,0.5971,1,0.3825,0.0875,0.4128,0,0,1,1
U0050,C0107,17,0.6664,0.8308,0,0.3318,0.1496,0.5082,1,0,0,2
U0051,C0125,15,0.3572,0.1047,0,0.0932,0.1975,0.6547,0,1,0,5
U0051,C0055,15,0.8941,0.7098,0,0.6798,0.4857,0.7355,1,0,0,5
U0051,C0018,15,0.6646,0.5248,0,0.1823,0.3987,0.4737,0,0,1,5
U0051,C0094,15,0.8017,0.1259,0,0.4751,0.4894,0.5992,0,1,0,5
U0051,C0120,15,0.6509,0.3853,0,0.7087,0.1727,0.6347,1,0,0,5
U0051,C0065,15,0.967,0.1649,0,0.1786,0.2128,0.6745,0,1,0,5
U0051,C0063,15,0.9116,0.1882,1,0.3814,0.1207,0.4515,0,1,0,2
U0051,C0128,15,0.7484,0.0767,0,0.3936,0.1843,0.6371,0,1,0,5
U0051,C0023,15,0.3603,0.1632,0,0.1731,0.0376,0.8054,1,0,0,2
U0051,C0137,15,0.4724,0.9443,0,0.1397,0.2365,0.2946,0,1,0,2
U0051,C0084,15,0.8102,0.8605,0,0.144,0.2945,0.8495,0,1,0,2
U0051,C0056,15,0.5674,0.592,1,0.5135,0.1568,0.3781,0,0,1,2
U0051,C0048,15,0.7698,0.1941,0,0.261,0.7379,0.4654,0,0,1,2
U0051,C0037,15,0.6197,0.1146,0,0.5885,0.8288,0.9402,0,1,0,1
U0051,C0054,15,0.1496,0.05,0,0.2075,0.1691,0.9249,0,0,1,2
U0052,C0061,18,0.6672,0.354,0,0.2856,0.3106,0.4733,0,1,0,5
U0052,C0074,18,0.05,0.8306,1,0.1902,0.3126,0.6567,1,0,0,5
U0052,C0132,18,0.761,0.1951,0,0.1512,0.4582,0.4379,0,1,0,5
U0052,C0009,18,0.2198,0.1372,0,0.5793,0.095,0.5154,0,0,1,5
U0052,C0027,18,0.2846,0.1445,0,0.1749,0.1883,0.7626,0,1,0,5
U0052,C0080,18,0.623,0.4815,0,0.4314,0.1509,0.5151,0,0,1,5
U0052,C0040,18,0.0864,0.1814,0,0.408,0.4465,0.1051,0,1,0,5
U0052,C0020,18,0.2257,0.745,0,0.3514,0.3371,0.8419,1,0,0,2
U0052,C0001,18,0.3429,0.05,0,0.3659,0.2368,0.8433,0,0,1,2
U0052,C0056,18,0.2516,0.8335,0,0.5135,0.1568,0.3781,0,0,1,2
U0052,C0051,18,0.1816,0.2191,1,0.158,0.2724,0.381,0,1,0,2
U0052,C0102,18,0.1668,0.05,0,0.2618,0.4192,0.9539,0,0,1,2
U0052,C0038,18,0.2819,0.2768,0,0.1376,0.2429,0.8212,1,0,0,2
U0052,C0082,18,0.1091,0.4195,0,0.3825,0.2499,0.5536,0,1,0,1
U0052,C0030,18,0.0592,0.286,0,0.0434,0.0563,0.1849,1,0,0,1
U0052,C0105,18,0.4729,0.1909,0,0.3057,0.588,0.1225,0,1,0,1
U0052,C0092,18,0.3538,0.2507,0,0.2617,0.3656,0.9768,0,0,1,1
U0052,C0129,18,0.9042,0.4065,1,0.4607,0.3731,0.5514,0,1,0,2
U0053,C0021,17,0.8714,0.3407,0,0.3635,0.5089,0.667,0,0,1,5
U0053,C0092,17,0.1252,0.328,0,0.2617,0.3656,0.9768,0,0,1,5
U0053,C0019,17,0.361,0.1749,0,0.5338,0.307,0.8996,0,0,1,5
U0053,C0150,17,0.1517,0.4305,0,0.5086,0.0134,0.5967,0,1,0,5
U0053,C0125,17,0.9609,0.3032,0,0.0932,0.1975,0.6547,0,1,0,5
U0053,C0113,17,0.9297,0.4093,0,0.4553,0.1208,0.8935,1,0,0,5
U0053,C0142,17,0.3095,0.6613,0,0.3655,0.3272,0.7983,1,0,0,5
U0053,C0030,17,0.3256,0.3697,0,0.0434,0.0563,0.1849,1,0,0,2
U0053,C0064,17,0.5683,0.2011,0,0.402,0.3089,0.1624,1,0,0,1
U0053,C0025,17,0.7758,0.4686,1,0.2146,0.2956,0.281,0,0,1,2
U0053,C0002,17,0.5023,0.3262,0,0.3844,0.2499,0.5168,0,1,0,2
U0053,C0076,17,0.8437,0.2552,0,0.3624,0.3919,0.5224,0,1,0,1
U0053,C0066,17,0.2665,0.5432,0,0.5309,0.1527,0.7597,0,0,1,1
U0053,C0059,17,0.323,0.2449,0,0.0711,0.1059,0.1048,1,0,0,1
U0053,C0091,17,0.2426,0.2695,0,0.4545,0.5855,0.6798,0,0,1,2
U0053,C0052,17,0.4744,0.3492,0,0.2264,0.1546,0.1142,0,1,0,1
U0053,C0106,17,0.7275,0.6126,0,0.33,0.3127,0.2543,0,1,0,1
U0054,C0079,16,0.8373,0.2843,0,0.3678,0.218,0.8749,0,1,0,5
U0054,C0133,16,0.7013,0.6029,1,0.2197,0.4224,0.8201,1,0,0,5
U0054,C0105,16,0.3116,0.2536,0,0.3057,0.588,0.1225,0,1,0,5
U0054,C0141,16,0.2039,0.5027,0,0.4364,0.2668,0.9467,1,0,0,5
U0054,C0121,16,0.8572,0.085,0,0.1379,0.1556,0.7324,1,0,0,5
U0054,C0102,16,0.3766,0.1697,0,0.2618,0.4192,0.9539,0,0,1,5
U0054,C0098,16,0.5419,0.4131,0,0.6351,0.0448,0.2837,0,1,0,5
U0054,C0069,16,0.3708,0.2577,0,0.2052,0.6311,0.621,1,0,0,2
U0054,C0076,16,0.4606,0.1969,1,0.3624,0.3919,0.5224,0,1,0,2
U0054,C0009,16,0.1019,0.4541,0,0.5793,0.095,0.5154,0,0,1,2
U0054,C0100,16,0.6065,0.5592,0,0.3463,0.18,0.6218,0,1,0,2
U0054,C0110,16,0.7074,0.978,0,0.2999,0.3518,0.9192,0,0,1,2
U0054,C0112,16,0.05,0.2901,0,0.6128,0.227,0.9582,0,1,0,2
U0054,C0071,16,0.5913,0.2217,0,0.0339,0.1683,0.8816,0,0,1,1
U0054,C0042,16,0.4045,0.05,0,0.0906,0.4937,0.614,1,0,0,1
U0054,C0054,16,0.4982,0.454,0,0.2075,0.1691,0.9249,0,0,1,2
U0055,C0112,19,0.5501,0.2548,0,0.6128,0.227,0.9582,0,1,0,2
U0055,C0081,19,0.6866,0.256,0,0.4999,0.1906,0.9459,0,0,1,5
U0055,C0132,19,0.4898,0.7604,0,0.1512,0.4582,0.4379,0,1,0,5
U0055,C0006,19,0.05,0.4727,0,0.2425,0.0563,0.1568,1,0,0,5
U0055,C0121,19,0.3231,0.1422,0,0.1379,0.1556,0.7324,1,0,0,5
U0055,C0108,19,0.1384,0.0815,0,0.2017,0.1291,0.5094,0,0,1,5
U0055,C0068,19,0.486,0.3269,0,0.046,0.0367,0.2246,1,0,0,5
U0055,C0060,19,0.3173,0.5406,0,0.2468,0.252,0.9446,1,0,0,5
U0055,C0014,19,0.3854,0.98,0,0.2162,0.1109,0.2355,0,1,0,2
U0055,C0044,19,0.3273,0.2851,0,0.1681,0.234,0.3863,0,1,0,1
U0055,C0099,19,0.9255,0.9201,1,0.4917,0.4187,0.1381,0,1,0,2
U0055,C0091,19,0.1707,0.4076,0,0.4545,0.5855,0.6798,0,0,1,2
U0055,C0067,19,0.1499,0.4697,1,0.4035,0.1466,0.7085,0,0,1,2
U0055,C0005,19,0.388,0.1703,0,0.3696,0.2129,0.8414,0,0,1,2
U0055,C0086,19,0.4689,0.552,0,0.1612,0.0544,0.8773,0,0,1,1
U0055,C0062,19,0.0882,0.2741,0,0.2459,0.3905,0.4621,1,0,0,1
U0055,C0073,19,0.9239,0.825,0,0.5746,0.2968,0.4343,1,0,0,1
U0055,C0019,19,0.1553,0.2222,0,0.5338,0.307,0.8996,0,0,1,1
U0055,C0010,19,0.3592,0.1732,0,0.4611,0.2742,0.985,1,0,0,2
U0056,C0046,15,0.5793,0.4713,1,0.2768,0.1672,0.9025,0,0,1,5
U0056,C0144,15,0.7138,0.8025,0,0.3825,0.0875,0.4128,0,0,1,5
U0056,C0010,15,0.9598,0.2469,0,0.4611,0.2742,0.985,1,0,0,5
U0056,C0145,15,0.6694,0.11,0,0.2817,0.2066,0.4919,0,0,1,5
U0056,C0131,15,0.0674,0.148,0,0.5277,0.3804,0.7151,0,1,0,5
U0056,C0042,15,0.071,0.2949,0,0.0906,0.4937,0.614,1,0,0,5
U0056,C0020,15,0.6608,0.4338,0,0.3514,0.3371,0.8419,1,0,0,5
U0056,C0071,15,0.4363,0.3532,0,0.0339,0.1683,0.8816,0,0,1,2
U0056,C0112,15,0.8657,0.1333,0,0.6128,0.227,0.9582,0,1,0,2
U0056,C0034,15,0.6026,0.0816,0,0.4504,0.0773,0.9705,0,1,0,1
U0056,C0095,15,0.0834,0.6023,1,0.2951,0.2241,0.773,1,0,0,2
U0056,C0050,15,0.8367,0.2284,0,0.1149,0.3756,0.1722,1,0,0,2
U0056,C0146,15,0.0836,0.8043,1,0.2666,0.2475,0.4564,0,0,1,2
U0056,C0118,15,0.6645,0.2784,0,0.1071,0.322,0.7665,1,0,0,2
U0056,C0122,15,0.9324,0.1032,0,0.0737,0.1789,0.1599,0,1,0,2
U0057,C0123,20,0.2773,0.389,1,0.2637,0.0474,0.3077,0,1,0,5
U0057,C0088,20,0.9525,0.5755,0,0.5048,0.7336,0.9325,0,1,0,5
U0057,C0064,20,0.4591,0.7762,0,0.402,0.3089,0.1624,1,0,0,5
U0057,C0063,20,0.4401,0.1844,0,0.3814,0.1207,0.4515,0,1,0,5
U0057,C0045,20,0.9644,0.4948,0,0.1719,0.2712,0.965,1,0,0,5
U0057,C0118,20,0.3418,0.7223,0,0.1071,0.322,0.7665,1,0,0,5
U0057,C0119,20,0.2551,0.7502,0,0.2205,0.3384,0.1854,1,0,0,2
U0057,C0145,20,0.8603,0.2261,0,0.2817,0.2066,0.4919,0,0,1,2
U0057,C0044,20,0.6955,0.4214,0,0.1681,0.234,0.3863,0,1,0,2
U0057,C0108,20,0.8171,0.5699,0,0.2017,0.1291,0.5094,0,0,1,5
U0057,C0144,20,0.2788,0.4161,0,0.3825,0.0875,0.4128,0,0,1,2
U0057,C0067,20,0.5265,0.1194,1,0.4035,0.1466,0.7085,0,0,1,1
U0057,C0097,20,0.8451,0.3076,1,0.2215,0.1013,0.4724,1,0,0,1
U0057,C0129,20,0.398,0.478,1,0.4607,0.3731,0.5514,0,1,0,1
U0057,C0090,20,0.9051,0.7823,0,0.3228,0.0591,0.149,1,0,0,1
U0057,C0101,20,0.1965,0.3204,0,0.4391,0.1313,0.5076,1,0,0,2
U0057,C0087,20,0.1606,0.1129,0,0.2973,0.5346,0.1991,1,0,0,1
U0057,C0017,20,0.597,0.3825,0,0.3559,0.4084,0.3376,0,0,1,1
U0057,C0110,20,0.1526,0.7648,1,0.2999,0.3518,0.9192,0,0,1,2
U0057,C0079,20,0.5084,0.4741,0,0.3678,0.218,0.8749,0,1,0,1
U0058,C0098,17,0.1092,0.4508,0,0.6351,0.0448,0.2837,0,1,0,2
U0058,C0096,17,0.8237,0.0699,0,0.0227,0.0278,0.8292,0,0,1,5
U0058,C0097,17,0.9278,0.2671,0,0.2215,0.1013,0.4724,1,0,0,5
U0058,C0118,17,0.3335,0.9448,1,0.1071,0.322,0.7665,1,0,0,5
U0058,C0034,17,0.3802,0.9098,0,0.4504,0.0773,0.9705,0,1,0,5
U0058,C0028,17,0.5272,0.1427,0,0.3255,0.3258,0.4928,0,0,1,5
U0058,C0029,17,0.15,0.2734,0,0.2135,0.1634,0.7001,0,1,0,5
U0058,C0108,17,0.2912,0.8851,0,0.2017,0.1291,0.5094,0,0,1,5
U0058,C0109,17,0.1891,0.5893,1,0.362,0.3634,0.7171,0,0,1,2
U0058,C0065,17,0.5854,0.4377,0,0.1786,0.2128,0.6745,0,1,0,2
U0058,C0079,17,0.2335,0.5622,0,0.3678,0.218,0.8749,0,1,0,2
U0058,C0124,17,0.7045,0.2069,0,0.1069,0.5369,0.9241,1,0,0,2
U0058,C0066,17,0.4331,0.2905,0,0.5309,0.1527,0.7597,0,0,1,2
U0058,C0137,17,0.5959,0.6677,1,0.1397,0.2365,0.2946,0,1,0,1
U0058,C0128,17,0.0795,0.1227,0,0.3936,0.1843,0.6371,0,1,0,1
U0058,C0081,17,0.5256,0.8251,0,0.4999,0.1906,0.9459,0,0,1,2
U0058,C0102,17,0.5876,0.1938,1,0.2618,0.4192,0.9539,0,0,1,1
U0059,C0149,17,0.207,0.2399,0,0.5411,0.0374,0.3754,0,1,0,5
U0059,C0085,17,0.2066,0.1033,0,0.7087,0.1505,0.4262,0,0,1,2
U0059,C0016,17,0.7486,0.05,0,0.065,0.2654,0.5176,0,1,0,5
U0059,C0136,17,0.7167,0.05,0,0.7682,0.1707,0.2805,1,0,0,5
U0059,C0047,17,0.6729,0.1831,1,0.2469,0.1057,0.8643,1,0,0,5
U0059,C0148,17,0.6271,0.4399,1,0.1613,0.3539,0.9027,0,1,0,5
U0059,C0070,17,0.2289,0.3778,0,0.5536,0.18,0.6125,0,0,1,5
U0059,C0039,17,0.2978,0.0537,0,0.4162,0.5551,0.7068,0,1,0,5
U0059,C0003,17,0.7858,0.8849,1,0.1995,0.3083,0.3506,1,0,0,2
U0059,C0038,17,0.8624,0.4071,1,0.1376,0.2429,0.8212,1,0,0,2
U0059,C0135,17,0.3033,0.498,0,0.4356,0.3704,0.2127,0,1,0,2
U0059,C0001,17,0.5277,0.2963,0,0.3659,0.2368,0.8433,0,0,1,2
U0059,C0053,17,0.7415,0.9231,0,0.1426,0.0445,0.1154,0,0,1,2
U0059,C0029,17,0.0585,0.1254,0,0.2135,0.1634,0.7001,0,1,0,1
U0059,C0046,17,0.1337,0.2801,0,0.2768,0.1672,0.9025,0,0,1,1
U0059,C0076,17,0.6006,0.05,0,0.3624,0.3919,0.5224,0,1,0,1
U0059,C0114,17,0.2234,0.2698,0,0.6345,0.4008,0.626,0,0,1,2
U0060,C0133,17,0.671,0.7896,0,0.2197,0.4224,0.8201,1,0,0,5
U0060,C0101,17,0.7889,0.0958,0,0.4391,0.1313,0.5076,1,0,0,5
U0060,C0040,17,0.3515,0.7454,0,0.408,0.4465,0.1051,0,1,0,5
U0060,C0005,17,0.1855,0.4367,0,0.3696,0.2129,0.8414,0,0,1,5
U0060,C0116,17,0.0834,0.4773,0,0.3269,0.2855,0.6783,0,1,0,5
U0060,C0011,17,0.5777,0.145,0,0.1781,0.0681,0.808,0,1,0,5
U0060,C0144,17,0.8456,0.3069,1,0.3825,0.0875,0.4128,0,0,1,5
U0060,C0013,17,0.2775,0.7667,0,0.3808,0.151,0.7731,1,0,0,2
U0060,C0090,17,0.98,0.408,0,0.3228,0.0591,0.149,1,0,0,2
U0060,C0062,17,0.5137,0.4057,1,0.2459,0.3905,0.4621,1,0,0,2
U0060,C0069,17,0.6794,0.05,0,0.2052,0.6311,0.621,1,0,0,2
U0060,C0150,17,0.6025,0.4047,1,0.5086,0.0134,0.5967,0,1,0,2
